signal_date,execution_date,sleeve_slot,sleeve_capital_weight,sector,sleeve_long_weight,sleeve_short_weight_abs,sleeve_net_sector_weight,long_weight,short_weight_abs,net_sector_weight,abs_net_sector_weight,universe_weight
2025-08-13,2025-08-14,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2025-08-13,2025-08-14,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-08-13,2025-08-14,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-08-13,2025-08-14,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2025-08-13,2025-08-14,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
2025-08-27,2025-08-28,0,1.0,Communication Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335
2025-08-27,2025-08-28,0,1.0,Consumer Discretionary,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.09
2025-08-27,2025-08-28,0,1.0,Consumer Staples,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.056666666666666664
2025-08-27,2025-08-28,0,1.0,Energy,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06333333333333334
2025-08-27,2025-08-28,0,1.0,Financials,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14333333333333334
2025-08-27,2025-08-28,0,1.0,Health Care,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.08333333333333333
2025-08-27,2025-08-28,0,1.0,Industrials,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.14666666666666667
2025-08-27,2025-08-28,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2025-08-27,2025-08-28,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-08-27,2025-08-28,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-08-27,2025-08-28,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2025-08-27,2025-08-28,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
2025-09-11,2025-09-12,0,1.0,Communication Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335
2025-09-11,2025-09-12,0,1.0,Consumer Discretionary,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.09
2025-09-11,2025-09-12,0,1.0,Consumer Staples,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.056666666666666664
2025-09-11,2025-09-12,0,1.0,Energy,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06333333333333334
2025-09-11,2025-09-12,0,1.0,Financials,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14333333333333334
2025-09-11,2025-09-12,0,1.0,Health Care,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.08333333333333333
2025-09-11,2025-09-12,0,1.0,Industrials,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.14666666666666667
2025-09-11,2025-09-12,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2025-09-11,2025-09-12,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-09-11,2025-09-12,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-09-11,2025-09-12,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2025-09-11,2025-09-12,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
2025-09-25,2025-09-26,0,1.0,Communication Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335
2025-09-25,2025-09-26,0,1.0,Consumer Discretionary,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.09
2025-09-25,2025-09-26,0,1.0,Consumer Staples,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.056666666666666664
2025-09-25,2025-09-26,0,1.0,Energy,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06333333333333334
2025-09-25,2025-09-26,0,1.0,Financials,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14333333333333334
2025-09-25,2025-09-26,0,1.0,Health Care,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.08333333333333333
2025-09-25,2025-09-26,0,1.0,Industrials,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.14666666666666667
2025-09-25,2025-09-26,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2025-09-25,2025-09-26,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-09-25,2025-09-26,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-09-25,2025-09-26,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2025-09-25,2025-09-26,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
2025-10-09,2025-10-10,0,1.0,Communication Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335
2025-10-09,2025-10-10,0,1.0,Consumer Discretionary,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.09
2025-10-09,2025-10-10,0,1.0,Consumer Staples,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.056666666666666664
2025-10-09,2025-10-10,0,1.0,Energy,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06333333333333334
2025-10-09,2025-10-10,0,1.0,Financials,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14333333333333334
2025-10-09,2025-10-10,0,1.0,Health Care,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.08333333333333333
2025-10-09,2025-10-10,0,1.0,Industrials,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.14666666666666667
2025-10-09,2025-10-10,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2025-10-09,2025-10-10,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-10-09,2025-10-10,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-10-09,2025-10-10,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2025-10-09,2025-10-10,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
2025-10-23,2025-10-24,0,1.0,Communication Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335
2025-10-23,2025-10-24,0,1.0,Consumer Discretionary,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.09
2025-10-23,2025-10-24,0,1.0,Consumer Staples,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.056666666666666664
2025-10-23,2025-10-24,0,1.0,Energy,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06333333333333334
2025-10-23,2025-10-24,0,1.0,Financials,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14333333333333334
2025-10-23,2025-10-24,0,1.0,Health Care,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.08333333333333333
2025-10-23,2025-10-24,0,1.0,Industrials,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.14666666666666667
2025-10-23,2025-10-24,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2025-10-23,2025-10-24,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-10-23,2025-10-24,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-10-23,2025-10-24,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2025-10-23,2025-10-24,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
2025-11-06,2025-11-07,0,1.0,Communication Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335
2025-11-06,2025-11-07,0,1.0,Consumer Discretionary,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.09
2025-11-06,2025-11-07,0,1.0,Consumer Staples,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.056666666666666664
2025-11-06,2025-11-07,0,1.0,Energy,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06333333333333334
2025-11-06,2025-11-07,0,1.0,Financials,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14333333333333334
2025-11-06,2025-11-07,0,1.0,Health Care,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.08333333333333333
2025-11-06,2025-11-07,0,1.0,Industrials,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.14666666666666667
2025-11-06,2025-11-07,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2025-11-06,2025-11-07,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-11-06,2025-11-07,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-11-06,2025-11-07,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2025-11-06,2025-11-07,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
2025-11-20,2025-11-21,0,1.0,Communication Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335
2025-11-20,2025-11-21,0,1.0,Consumer Discretionary,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.09
2025-11-20,2025-11-21,0,1.0,Consumer Staples,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.056666666666666664
2025-11-20,2025-11-21,0,1.0,Energy,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06333333333333334
2025-11-20,2025-11-21,0,1.0,Financials,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14333333333333334
2025-11-20,2025-11-21,0,1.0,Health Care,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.08333333333333333
2025-11-20,2025-11-21,0,1.0,Industrials,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.14666666666666667
2025-11-20,2025-11-21,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2025-11-20,2025-11-21,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-11-20,2025-11-21,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-11-20,2025-11-21,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2025-11-20,2025-11-21,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
2025-12-05,2025-12-08,0,1.0,Communication Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335
2025-12-05,2025-12-08,0,1.0,Consumer Discretionary,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.09
2025-12-05,2025-12-08,0,1.0,Consumer Staples,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.056666666666666664
2025-12-05,2025-12-08,0,1.0,Energy,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06333333333333334
2025-12-05,2025-12-08,0,1.0,Financials,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14333333333333334
2025-12-05,2025-12-08,0,1.0,Health Care,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.08333333333333333
2025-12-05,2025-12-08,0,1.0,Industrials,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.14666666666666667
2025-12-05,2025-12-08,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2025-12-05,2025-12-08,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-12-05,2025-12-08,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-12-05,2025-12-08,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2025-12-05,2025-12-08,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
2025-12-19,2025-12-22,0,1.0,Communication Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335
2025-12-19,2025-12-22,0,1.0,Consumer Discretionary,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.09
2025-12-19,2025-12-22,0,1.0,Consumer Staples,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.056666666666666664
2025-12-19,2025-12-22,0,1.0,Energy,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06333333333333334
2025-12-19,2025-12-22,0,1.0,Financials,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14333333333333334
2025-12-19,2025-12-22,0,1.0,Health Care,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.08333333333333333
2025-12-19,2025-12-22,0,1.0,Industrials,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.14666666666666667
2025-12-19,2025-12-22,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2025-12-19,2025-12-22,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-12-19,2025-12-22,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2025-12-19,2025-12-22,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2025-12-19,2025-12-22,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
2026-01-06,2026-01-07,0,1.0,Communication Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335
2026-01-06,2026-01-07,0,1.0,Consumer Discretionary,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.09
2026-01-06,2026-01-07,0,1.0,Consumer Staples,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.056666666666666664
2026-01-06,2026-01-07,0,1.0,Energy,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06333333333333334
2026-01-06,2026-01-07,0,1.0,Financials,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14333333333333334
2026-01-06,2026-01-07,0,1.0,Health Care,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.08333333333333333
2026-01-06,2026-01-07,0,1.0,Industrials,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.14666666666666667
2026-01-06,2026-01-07,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2026-01-06,2026-01-07,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-01-06,2026-01-07,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-01-06,2026-01-07,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2026-01-06,2026-01-07,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
2026-01-21,2026-01-22,0,1.0,Communication Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335
2026-01-21,2026-01-22,0,1.0,Consumer Discretionary,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.09
2026-01-21,2026-01-22,0,1.0,Consumer Staples,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.056666666666666664
2026-01-21,2026-01-22,0,1.0,Energy,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06333333333333334
2026-01-21,2026-01-22,0,1.0,Financials,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14333333333333334
2026-01-21,2026-01-22,0,1.0,Health Care,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.08333333333333333
2026-01-21,2026-01-22,0,1.0,Industrials,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.14666666666666667
2026-01-21,2026-01-22,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2026-01-21,2026-01-22,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-01-21,2026-01-22,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-01-21,2026-01-22,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2026-01-21,2026-01-22,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
2026-02-04,2026-02-05,0,1.0,Communication Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335
2026-02-04,2026-02-05,0,1.0,Consumer Discretionary,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.09
2026-02-04,2026-02-05,0,1.0,Consumer Staples,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.056666666666666664
2026-02-04,2026-02-05,0,1.0,Energy,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.06333333333333334
2026-02-04,2026-02-05,0,1.0,Financials,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.14333333333333334
2026-02-04,2026-02-05,0,1.0,Health Care,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.08333333333333333
2026-02-04,2026-02-05,0,1.0,Industrials,0.4,0.4,0.0,0.4,0.4,0.0,0.0,0.14666666666666667
2026-02-04,2026-02-05,0,1.0,Information Technology,0.15000000000000002,0.15000000000000002,0.0,0.15000000000000002,0.15000000000000002,0.0,0.0,0.15333333333333332
2026-02-04,2026-02-05,0,1.0,Materials,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-02-04,2026-02-05,0,1.0,Real Estate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333
2026-02-04,2026-02-05,0,1.0,Unknown,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.1
2026-02-04,2026-02-05,0,1.0,Utilities,0.05,0.05,0.0,0.05,0.05,0.0,0.0,0.05333333333333334
2026-02-19,2026-02-20,0,1.0,Communication Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333333333333335
